cve_id,actual_score,predicted_score,residual,abs_residual,flagged,severity_band
CVE-2016-0513,4.3,5.6582,-1.3582,1.3582,True,MEDIUM
CVE-2020-2118,4.3,5.6582,-1.3582,1.3582,True,MEDIUM
CVE-2014-6518,6.6,5.2427,1.3573,1.3573,True,MEDIUM
CVE-2022-29446,6.8,5.443,1.357,1.357,True,MEDIUM
CVE-2005-1186,6.8,5.4431,1.3569,1.3569,True,MEDIUM
CVE-2022-45306,4.3,5.6564,-1.3564,1.3564,True,MEDIUM
CVE-2020-26232,4.1,5.4563,-1.3563,1.3563,True,MEDIUM
CVE-2015-5534,6.8,5.4438,1.3562,1.3562,True,MEDIUM
CVE-2025-12763,6.8,5.4438,1.3562,1.3562,True,MEDIUM
CVE-2022-43431,4.3,5.6559,-1.3559,1.3559,True,MEDIUM
CVE-2018-25075,4.6,5.9555,-1.3555,1.3555,True,MEDIUM
CVE-2013-5227,6.4,5.0467,1.3533,1.3533,True,MEDIUM
CVE-2020-10754,4.3,5.6527,-1.3527,1.3527,True,MEDIUM
CVE-2015-3300,4.3,5.6523,-1.3523,1.3523,True,MEDIUM
CVE-2019-4633,4.3,5.6519,-1.3519,1.3519,True,MEDIUM
CVE-2026-28482,7.1,8.4516,-1.3516,1.3516,True,HIGH
CVE-2002-1854,10.0,8.6485,1.3515,1.3515,True,CRITICAL
CVE-2023-27920,4.3,5.6511,-1.3511,1.3511,True,MEDIUM
CVE-2007-0854,7.5,8.851,-1.351,1.351,True,HIGH
CVE-2024-25579,6.8,5.4507,1.3493,1.3493,True,MEDIUM
CVE-2012-1796,7.2,8.5485,-1.3485,1.3485,True,HIGH
CVE-2024-0415,6.3,4.9516,1.3484,1.3484,True,MEDIUM
CVE-2014-0774,6.8,5.4516,1.3484,1.3484,True,MEDIUM
CVE-2022-1306,4.3,5.6476,-1.3476,1.3476,True,MEDIUM
CVE-2008-4594,10.0,8.653,1.347,1.347,True,CRITICAL
CVE-2023-5160,4.3,5.6458,-1.3458,1.3458,True,MEDIUM
CVE-2012-2474,4.0,5.3445,-1.3445,1.3445,True,MEDIUM
CVE-2006-5703,4.3,5.6443,-1.3443,1.3443,True,MEDIUM
CVE-2015-2806,10.0,8.6573,1.3427,1.3427,True,CRITICAL
CVE-2014-2916,6.8,5.4577,1.3423,1.3423,True,MEDIUM
CVE-2008-2142,6.8,5.4577,1.3423,1.3423,True,MEDIUM
CVE-2024-20333,4.3,5.642,-1.342,1.342,True,MEDIUM
CVE-2026-25375,4.3,5.6412,-1.3412,1.3412,True,MEDIUM
CVE-2023-45627,4.3,5.6398,-1.3398,1.3398,True,MEDIUM
CVE-2024-8414,4.3,5.6396,-1.3396,1.3396,True,MEDIUM
CVE-2013-4937,10.0,8.6605,1.3395,1.3395,True,CRITICAL
CVE-2010-1162,7.2,8.5376,-1.3376,1.3376,True,HIGH
CVE-2009-4827,6.8,5.4627,1.3373,1.3373,True,MEDIUM
CVE-2019-3990,4.3,5.6371,-1.3371,1.3371,True,MEDIUM
CVE-2022-1956,4.3,5.6366,-1.3366,1.3366,True,MEDIUM
CVE-2023-44255,4.1,5.4361,-1.3361,1.3361,True,MEDIUM
CVE-2011-3164,6.8,5.4646,1.3354,1.3354,True,MEDIUM
CVE-2006-3436,4.3,5.6353,-1.3353,1.3353,True,MEDIUM
CVE-2015-7032,4.3,5.6349,-1.3349,1.3349,True,MEDIUM
CVE-2014-3280,4.0,5.3345,-1.3345,1.3345,True,MEDIUM
CVE-2008-1128,6.8,5.4693,1.3307,1.3307,True,MEDIUM
CVE-2010-1607,6.8,5.4703,1.3297,1.3297,True,MEDIUM
CVE-2025-8764,6.3,4.9709,1.3291,1.3291,True,MEDIUM
CVE-2012-3746,4.3,5.629,-1.329,1.329,True,MEDIUM
CVE-2020-2215,4.3,5.6288,-1.3288,1.3288,True,MEDIUM
CVE-2006-0153,7.5,8.8276,-1.3276,1.3276,True,HIGH
CVE-2026-1304,4.4,5.7271,-1.3271,1.3271,True,MEDIUM
CVE-2007-5409,6.8,5.4745,1.3255,1.3255,True,MEDIUM
CVE-2008-6039,6.8,5.4764,1.3236,1.3236,True,MEDIUM
CVE-2013-2219,4.0,5.3231,-1.3231,1.3231,True,MEDIUM
CVE-2021-38506,4.3,5.6227,-1.3227,1.3227,True,MEDIUM
CVE-2006-7218,4.0,5.3216,-1.3216,1.3216,True,MEDIUM
CVE-2007-1820,9.3,7.9799,1.3201,1.3201,True,CRITICAL
CVE-2025-12728,4.2,5.5195,-1.3195,1.3195,True,MEDIUM
CVE-2014-8773,6.8,5.4808,1.3192,1.3192,True,MEDIUM
CVE-2009-2787,6.8,5.4811,1.3189,1.3189,True,MEDIUM
CVE-2009-0637,7.1,8.4176,-1.3176,1.3176,True,HIGH
CVE-2024-41162,4.1,5.4162,-1.3162,1.3162,True,MEDIUM
CVE-2015-2851,6.8,5.4861,1.3139,1.3139,True,MEDIUM
CVE-2014-2528,6.8,5.4868,1.3132,1.3132,True,MEDIUM
CVE-2009-3112,10.0,8.687,1.313,1.313,True,CRITICAL
CVE-2023-31203,4.3,5.6123,-1.3123,1.3123,True,MEDIUM
CVE-2007-4143,4.0,5.3123,-1.3123,1.3123,True,MEDIUM
CVE-2018-1314,4.3,5.612,-1.312,1.312,True,MEDIUM
CVE-2014-0933,6.8,5.4882,1.3118,1.3118,True,MEDIUM
CVE-2016-6648,4.4,5.7097,-1.3097,1.3097,True,MEDIUM
CVE-2011-4173,6.8,5.4905,1.3095,1.3095,True,MEDIUM
CVE-2016-8784,4.3,5.6094,-1.3094,1.3094,True,MEDIUM
CVE-2021-34626,4.3,5.6092,-1.3092,1.3092,True,MEDIUM
CVE-2022-43433,4.3,5.6085,-1.3085,1.3085,True,MEDIUM
CVE-2020-15096,6.8,5.4918,1.3082,1.3082,True,MEDIUM
CVE-2015-7840,7.5,8.808,-1.308,1.308,True,HIGH
CVE-2024-37066,6.8,5.4928,1.3072,1.3072,True,MEDIUM
CVE-2018-7999,8.8,7.493,1.307,1.307,True,HIGH
CVE-2012-4110,6.8,5.4933,1.3067,1.3067,True,MEDIUM
CVE-2025-32453,6.7,5.3934,1.3066,1.3066,True,MEDIUM
CVE-2023-23751,4.3,5.6064,-1.3064,1.3064,True,MEDIUM
CVE-2019-20662,4.3,5.6063,-1.3063,1.3063,True,MEDIUM
CVE-2026-26994,6.5,5.194,1.306,1.306,True,MEDIUM
CVE-2023-0495,4.3,5.6057,-1.3057,1.3057,True,MEDIUM
CVE-2010-2984,10.0,8.6953,1.3047,1.3047,True,CRITICAL
CVE-2018-18511,4.3,5.6041,-1.3041,1.3041,True,MEDIUM
CVE-2015-2763,10.0,8.6966,1.3034,1.3034,True,CRITICAL
CVE-2026-27576,4.0,5.3033,-1.3033,1.3033,True,MEDIUM
CVE-2016-0133,6.8,5.497,1.303,1.303,True,MEDIUM
CVE-2024-21759,4.3,5.6008,-1.3008,1.3008,True,MEDIUM
CVE-2022-39883,4.0,5.3004,-1.3004,1.3004,True,MEDIUM
CVE-2025-67013,6.5,5.2004,1.2996,1.2996,True,MEDIUM
CVE-2024-9958,4.3,5.5986,-1.2986,1.2986,True,MEDIUM
CVE-2024-8516,4.3,5.598,-1.298,1.298,True,MEDIUM
CVE-2015-5088,5.0,6.2969,-1.2969,1.2969,True,MEDIUM
CVE-2010-1897,7.2,8.4968,-1.2968,1.2968,True,HIGH
CVE-2023-22641,4.1,5.3963,-1.2963,1.2963,True,MEDIUM
CVE-2025-0609,4.7,5.996,-1.296,1.296,True,MEDIUM
CVE-2025-23613,6.5,5.2046,1.2954,1.2954,True,MEDIUM
CVE-2022-41984,4.4,5.6953,-1.2953,1.2953,True,MEDIUM
CVE-2025-52602,4.2,5.495,-1.295,1.295,True,MEDIUM
CVE-2008-0300,6.8,5.5056,1.2944,1.2944,True,MEDIUM
CVE-2012-5331,6.8,5.5057,1.2943,1.2943,True,MEDIUM
CVE-2025-9802,4.7,5.9923,-1.2923,1.2923,True,MEDIUM
CVE-2016-0008,4.3,5.5921,-1.2921,1.2921,True,MEDIUM
CVE-2018-1813,4.3,5.5917,-1.2917,1.2917,True,MEDIUM
CVE-2021-3463,4.2,5.4915,-1.2915,1.2915,True,MEDIUM
CVE-2024-38888,6.8,5.5086,1.2914,1.2914,True,MEDIUM
CVE-2023-3315,4.3,5.5907,-1.2907,1.2907,True,MEDIUM
CVE-2011-2790,6.8,5.5096,1.2904,1.2904,True,MEDIUM
CVE-2024-49084,7.0,8.2899,-1.2899,1.2899,True,HIGH
CVE-2011-4287,6.8,5.5108,1.2892,1.2892,True,MEDIUM
CVE-2021-34392,4.4,5.6875,-1.2875,1.2875,True,MEDIUM
CVE-2023-34005,6.5,5.2131,1.2869,1.2869,True,MEDIUM
CVE-2019-2397,4.4,5.6869,-1.2869,1.2869,True,MEDIUM
CVE-2017-1000243,4.3,5.5868,-1.2868,1.2868,True,MEDIUM
CVE-2015-2434,4.3,5.5863,-1.2863,1.2863,True,MEDIUM
CVE-2023-43081,4.0,5.2855,-1.2855,1.2855,True,MEDIUM
CVE-2023-44384,4.1,5.3846,-1.2846,1.2846,True,MEDIUM
CVE-2022-0373,4.3,5.5841,-1.2841,1.2841,True,MEDIUM
CVE-2015-2983,6.8,5.5166,1.2834,1.2834,True,MEDIUM
CVE-2010-0254,7.6,8.8829,-1.2829,1.2829,True,HIGH
CVE-2023-42474,6.8,5.5189,1.2811,1.2811,True,MEDIUM
CVE-2023-45920,4.2,5.481,-1.281,1.281,True,MEDIUM
CVE-2006-2182,6.4,5.119,1.281,1.281,True,MEDIUM
CVE-2018-1000402,4.3,5.5799,-1.2799,1.2799,True,MEDIUM
CVE-2023-5080,6.8,5.5206,1.2794,1.2794,True,MEDIUM
CVE-2010-1648,6.8,5.5208,1.2792,1.2792,True,MEDIUM
CVE-2023-39357,8.8,7.5215,1.2785,1.2785,True,HIGH
CVE-2024-3946,4.4,5.6784,-1.2784,1.2784,True,MEDIUM
CVE-2024-2560,4.3,5.5783,-1.2783,1.2783,True,MEDIUM
CVE-2015-0269,4.3,5.577,-1.277,1.277,True,MEDIUM
CVE-2008-3963,4.0,5.2764,-1.2764,1.2764,True,MEDIUM
CVE-2006-6513,3.5,2.2236,1.2764,1.2764,True,LOW
CVE-2008-3259,1.2,2.4763,-1.2763,1.2763,True,LOW
CVE-2024-43134,4.3,5.576,-1.276,1.276,True,MEDIUM
CVE-2020-15959,4.3,5.5757,-1.2757,1.2757,True,MEDIUM
CVE-2023-1002,4.3,5.5756,-1.2756,1.2756,True,MEDIUM
CVE-2012-4495,4.0,5.2755,-1.2755,1.2755,True,MEDIUM
CVE-2025-27027,4.1,5.3753,-1.2753,1.2753,True,MEDIUM
CVE-2024-21828,6.7,5.4249,1.2751,1.2751,True,MEDIUM
CVE-2022-35640,4.0,5.2748,-1.2748,1.2748,True,MEDIUM
CVE-2023-27301,4.2,5.4737,-1.2737,1.2737,True,MEDIUM
CVE-2012-6660,10.0,8.7269,1.2731,1.2731,True,CRITICAL
CVE-2018-17768,6.8,5.5274,1.2726,1.2726,True,MEDIUM
CVE-2015-5420,7.5,8.7722,-1.2722,1.2722,True,HIGH
CVE-2015-2730,4.3,5.5714,-1.2714,1.2714,True,MEDIUM
CVE-2015-3072,10.0,8.7295,1.2705,1.2705,True,CRITICAL
CVE-2015-3067,10.0,8.7295,1.2705,1.2705,True,CRITICAL
CVE-2020-14416,4.2,5.4703,-1.2703,1.2703,True,MEDIUM
CVE-2008-6239,6.8,5.5299,1.2701,1.2701,True,MEDIUM
CVE-2024-32384,6.8,5.53,1.27,1.27,True,MEDIUM
CVE-2018-5167,4.3,5.5695,-1.2695,1.2695,True,MEDIUM
CVE-2023-36505,6.8,5.5312,1.2688,1.2688,True,MEDIUM
CVE-2019-2779,4.2,5.4688,-1.2688,1.2688,True,MEDIUM
CVE-2013-3370,6.8,5.5314,1.2686,1.2686,True,MEDIUM
CVE-2021-23219,4.1,5.3685,-1.2685,1.2685,True,MEDIUM
CVE-2022-43413,4.3,5.5684,-1.2684,1.2684,True,MEDIUM
CVE-2022-39848,4.0,5.2684,-1.2684,1.2684,True,MEDIUM
CVE-2016-5898,4.3,5.5683,-1.2683,1.2683,True,MEDIUM
CVE-2021-37839,4.3,5.5669,-1.2669,1.2669,True,MEDIUM
CVE-2008-5138,6.9,5.6336,1.2664,1.2664,True,MEDIUM
CVE-2018-7807,8.8,7.5343,1.2657,1.2657,True,HIGH
CVE-2015-3804,7.5,8.7654,-1.2654,1.2654,True,HIGH
CVE-2021-34698,8.6,7.3348,1.2652,1.2652,True,HIGH
CVE-2002-1918,10.0,8.7349,1.2651,1.2651,True,CRITICAL
CVE-2016-7047,4.3,5.5645,-1.2645,1.2645,True,MEDIUM
CVE-2006-2951,6.8,5.5357,1.2643,1.2643,True,MEDIUM
CVE-2026-0586,4.3,5.5637,-1.2637,1.2637,True,MEDIUM
CVE-2025-68492,4.2,5.4622,-1.2622,1.2622,True,MEDIUM
CVE-2021-38443,6.6,5.338,1.262,1.262,True,MEDIUM
CVE-2018-10677,8.8,7.5382,1.2618,1.2618,True,HIGH
CVE-2023-20710,4.4,5.6607,-1.2607,1.2607,True,MEDIUM
CVE-2024-7422,4.3,5.5602,-1.2602,1.2602,True,MEDIUM
CVE-2025-24421,4.3,5.5601,-1.2601,1.2601,True,MEDIUM
CVE-2023-29535,6.5,5.2404,1.2596,1.2596,True,MEDIUM
CVE-2009-4173,6.8,5.5405,1.2595,1.2595,True,MEDIUM
CVE-2025-68026,6.5,5.2405,1.2595,1.2595,True,MEDIUM
CVE-2013-1245,4.0,5.2583,-1.2583,1.2583,True,MEDIUM
CVE-2011-1372,6.8,5.5419,1.2581,1.2581,True,MEDIUM
CVE-2024-13195,6.3,5.0419,1.2581,1.2581,True,MEDIUM
CVE-2008-7023,10.0,8.742,1.258,1.258,True,CRITICAL
CVE-2024-38272,4.3,5.5566,-1.2566,1.2566,True,MEDIUM
CVE-2022-21756,4.4,5.6562,-1.2562,1.2562,True,MEDIUM
CVE-2014-3051,4.3,5.5561,-1.2561,1.2561,True,MEDIUM
CVE-2021-0666,4.4,5.6557,-1.2557,1.2557,True,MEDIUM
CVE-2021-28684,4.3,5.5557,-1.2557,1.2557,True,MEDIUM
CVE-2021-21640,4.3,5.5553,-1.2553,1.2553,True,MEDIUM
CVE-2015-1376,4.0,5.2546,-1.2546,1.2546,True,MEDIUM
CVE-2024-3546,4.3,5.5544,-1.2544,1.2544,True,MEDIUM
CVE-2024-34647,4.0,5.2543,-1.2543,1.2543,True,MEDIUM
CVE-2004-2237,10.0,8.7469,1.2531,1.2531,True,CRITICAL
CVE-2024-3072,4.3,5.5528,-1.2528,1.2528,True,MEDIUM
CVE-2012-4082,6.8,5.5474,1.2526,1.2526,True,MEDIUM
CVE-2015-6100,6.9,5.6477,1.2523,1.2523,True,MEDIUM
CVE-2023-31025,6.5,5.2497,1.2503,1.2503,True,MEDIUM
CVE-2014-0510,10.0,8.7502,1.2498,1.2498,True,CRITICAL
CVE-2010-3384,6.9,5.6507,1.2493,1.2493,True,MEDIUM
CVE-2019-10312,4.3,5.5492,-1.2492,1.2492,True,MEDIUM
CVE-2025-13986,4.2,5.4488,-1.2488,1.2488,True,MEDIUM
CVE-2016-8987,4.3,5.5483,-1.2483,1.2483,True,MEDIUM
CVE-2005-3549,6.5,5.252,1.248,1.248,True,MEDIUM
CVE-2023-3740,4.3,5.5475,-1.2475,1.2475,True,MEDIUM
CVE-2023-1923,4.3,5.5475,-1.2475,1.2475,True,MEDIUM
CVE-2006-0992,10.0,8.7532,1.2468,1.2468,True,CRITICAL
CVE-2023-22451,6.5,5.2533,1.2467,1.2467,True,MEDIUM
CVE-2013-0520,4.0,5.2463,-1.2463,1.2463,True,MEDIUM
CVE-2022-36862,4.4,5.6461,-1.2461,1.2461,True,MEDIUM
CVE-2023-41786,6.8,5.5542,1.2458,1.2458,True,MEDIUM
CVE-2017-17322,4.3,5.5456,-1.2457,1.2457,True,MEDIUM
CVE-2009-3527,6.9,5.6545,1.2455,1.2455,True,MEDIUM
CVE-2008-3390,6.8,5.555,1.245,1.245,True,MEDIUM
CVE-2008-5567,6.8,5.5552,1.2448,1.2448,True,MEDIUM
CVE-2015-5635,6.8,5.5554,1.2446,1.2446,True,MEDIUM
CVE-2015-7993,7.5,8.7444,-1.2444,1.2444,True,HIGH
CVE-2014-2422,6.8,5.556,1.244,1.244,True,MEDIUM
CVE-2018-4307,4.3,5.5436,-1.2436,1.2436,True,MEDIUM
CVE-2022-25986,4.3,5.543,-1.243,1.243,True,MEDIUM
CVE-2015-4162,4.0,5.243,-1.243,1.243,True,MEDIUM
CVE-2025-31572,4.3,5.5426,-1.2426,1.2426,True,MEDIUM
CVE-2008-5670,6.8,5.5583,1.2417,1.2417,True,MEDIUM
CVE-2014-1771,6.8,5.559,1.241,1.241,True,MEDIUM
CVE-2022-20554,6.7,5.459,1.241,1.241,True,MEDIUM
CVE-2017-1557,4.3,5.5407,-1.2407,1.2407,True,MEDIUM
CVE-2023-6298,4.3,5.5401,-1.2401,1.2401,True,MEDIUM
CVE-2025-36612,6.7,5.4599,1.2401,1.2401,True,MEDIUM
CVE-2018-8234,4.3,5.5399,-1.2399,1.2399,True,MEDIUM
CVE-2014-9713,4.0,5.2395,-1.2395,1.2395,True,MEDIUM
CVE-2015-4320,4.0,5.2393,-1.2393,1.2393,True,MEDIUM
CVE-2012-4861,4.0,5.2393,-1.2393,1.2393,True,MEDIUM
CVE-2020-27037,4.4,5.638,-1.238,1.238,True,MEDIUM
CVE-2025-9219,4.3,5.5377,-1.2377,1.2377,True,MEDIUM
CVE-2023-45678,6.5,5.2624,1.2376,1.2376,True,MEDIUM
CVE-2007-0953,4.3,5.5372,-1.2372,1.2372,True,MEDIUM
CVE-2024-13335,4.3,5.536,-1.236,1.236,True,MEDIUM
CVE-2009-1703,7.1,8.3358,-1.2358,1.2358,True,HIGH
CVE-2019-12278,4.3,5.5358,-1.2358,1.2358,True,MEDIUM
CVE-2012-1574,6.5,5.2659,1.2341,1.2341,True,MEDIUM
CVE-2013-4258,7.5,8.7336,-1.2336,1.2336,True,HIGH
CVE-2013-2274,6.5,5.2666,1.2334,1.2334,True,MEDIUM
CVE-2022-47462,6.7,5.467,1.233,1.233,True,MEDIUM
CVE-2024-39875,4.3,5.5324,-1.2324,1.2324,True,MEDIUM
CVE-2019-1003036,4.3,5.5323,-1.2323,1.2323,True,MEDIUM
CVE-2009-3102,10.0,8.7677,1.2323,1.2323,True,CRITICAL
CVE-2008-0615,4.0,5.2321,-1.2321,1.2321,True,MEDIUM
CVE-2026-2693,4.3,5.5315,-1.2315,1.2315,True,MEDIUM
CVE-2013-1173,6.6,5.3687,1.2313,1.2313,True,MEDIUM
CVE-2022-4195,4.3,5.5306,-1.2306,1.2306,True,MEDIUM
CVE-2025-53900,6.5,5.2701,1.2299,1.2299,True,MEDIUM
CVE-2017-10857,4.3,5.5291,-1.2291,1.2291,True,MEDIUM
CVE-2021-33609,4.3,5.5289,-1.2289,1.2289,True,MEDIUM
CVE-2020-0186,6.7,5.4714,1.2286,1.2286,True,MEDIUM
CVE-2014-7832,4.0,5.2285,-1.2285,1.2285,True,MEDIUM
CVE-2007-1247,6.8,5.5716,1.2284,1.2284,True,MEDIUM
CVE-2007-3551,6.1,4.8719,1.2281,1.2281,True,MEDIUM
CVE-2022-39822,8.8,7.572,1.228,1.228,True,HIGH
CVE-2015-3873,10.0,8.7725,1.2275,1.2275,True,CRITICAL
CVE-2022-20806,4.3,5.5275,-1.2275,1.2275,True,MEDIUM
CVE-2026-0725,4.4,5.6273,-1.2273,1.2273,True,MEDIUM
CVE-2008-2080,7.5,8.727,-1.227,1.227,True,HIGH
CVE-2004-1445,3.7,2.4732,1.2268,1.2268,True,LOW
CVE-2010-3156,6.9,5.6734,1.2266,1.2266,True,MEDIUM
CVE-2025-49293,4.3,5.5261,-1.2261,1.2261,True,MEDIUM
CVE-2023-4728,4.3,5.5258,-1.2258,1.2258,True,MEDIUM
CVE-2023-3007,6.5,5.2742,1.2258,1.2258,True,MEDIUM
CVE-2007-4385,6.8,5.5753,1.2247,1.2247,True,MEDIUM
CVE-2011-0531,9.3,8.0756,1.2244,1.2244,True,CRITICAL
CVE-2016-0738,7.5,8.7242,-1.2242,1.2242,True,HIGH
CVE-2022-32283,4.3,5.5239,-1.2239,1.2239,True,MEDIUM
CVE-2000-0978,7.5,8.7229,-1.2229,1.2229,True,HIGH
CVE-2021-39889,4.3,5.5228,-1.2228,1.2228,True,MEDIUM
CVE-2022-35879,8.8,7.5775,1.2225,1.2225,True,HIGH
CVE-2008-0502,7.5,8.7224,-1.2224,1.2224,True,HIGH
CVE-2019-4194,4.3,5.5222,-1.2222,1.2222,True,MEDIUM
CVE-2012-0297,10.0,8.7786,1.2214,1.2214,True,CRITICAL
CVE-2015-7900,4.3,5.521,-1.221,1.221,True,MEDIUM
CVE-2014-3541,7.5,8.7209,-1.2209,1.2209,True,HIGH
CVE-2012-2850,6.8,5.5791,1.2209,1.2209,True,MEDIUM
CVE-2009-3864,7.5,8.7204,-1.2204,1.2204,True,HIGH
CVE-2008-2752,7.1,8.3201,-1.2201,1.2201,True,HIGH
CVE-2007-4101,6.8,5.5804,1.2196,1.2196,True,MEDIUM
CVE-2021-0095,4.4,5.6196,-1.2196,1.2196,True,MEDIUM
CVE-2019-13919,4.3,5.5191,-1.2191,1.2191,True,MEDIUM
CVE-2009-0085,7.1,8.319,-1.219,1.219,True,HIGH
CVE-2022-2813,4.3,5.5189,-1.2189,1.2189,True,MEDIUM
CVE-2017-15527,6.8,5.5814,1.2186,1.2186,True,MEDIUM
CVE-2022-30740,4.1,5.3183,-1.2183,1.2183,True,MEDIUM
CVE-2021-1918,6.5,5.2821,1.2179,1.2179,True,MEDIUM
CVE-2025-53860,4.1,5.3169,-1.2169,1.2169,True,MEDIUM
CVE-2025-22844,4.3,5.5164,-1.2164,1.2164,True,MEDIUM
CVE-2008-1140,7.2,8.4163,-1.2163,1.2163,True,HIGH
CVE-2015-5253,4.0,5.2157,-1.2157,1.2157,True,MEDIUM
CVE-2015-0462,4.0,5.214,-1.214,1.214,True,MEDIUM
CVE-2019-1292,4.9,6.1139,-1.2139,1.2139,True,MEDIUM
CVE-2009-2749,6.4,5.1862,1.2138,1.2138,True,MEDIUM
CVE-2024-21684,4.3,5.5136,-1.2136,1.2136,True,MEDIUM
CVE-2023-28700,6.8,5.5865,1.2135,1.2135,True,MEDIUM
CVE-2024-13795,4.3,5.5134,-1.2134,1.2134,True,MEDIUM
CVE-2023-6355,6.8,5.5869,1.2131,1.2131,True,MEDIUM
CVE-2021-2141,2.0,3.2128,-1.2128,1.2128,True,LOW
CVE-2021-27770,6.8,5.5874,1.2126,1.2126,True,MEDIUM
CVE-2014-6549,10.0,8.7879,1.2121,1.2121,True,CRITICAL
CVE-2012-6493,6.8,5.588,1.212,1.212,True,MEDIUM
CVE-2020-0281,4.5,5.7119,-1.2119,1.2119,True,MEDIUM
CVE-2025-7127,4.7,5.9115,-1.2115,1.2115,True,MEDIUM
CVE-2022-27807,4.3,5.5106,-1.2106,1.2106,True,MEDIUM
CVE-2022-27822,6.6,5.3895,1.2105,1.2105,True,MEDIUM
CVE-2023-51648,6.5,5.2896,1.2104,1.2104,True,MEDIUM
CVE-2023-24047,6.8,5.5901,1.2099,1.2099,True,MEDIUM
CVE-2023-29547,6.5,5.2901,1.2099,1.2099,True,MEDIUM
CVE-2016-0430,4.3,5.5099,-1.2099,1.2099,True,MEDIUM
CVE-2020-16948,6.5,5.2906,1.2094,1.2094,True,MEDIUM
CVE-2010-4236,6.9,5.6909,1.2091,1.2091,True,MEDIUM
CVE-2025-43383,4.3,5.5085,-1.2085,1.2085,True,MEDIUM
CVE-2019-14718,6.7,5.4924,1.2076,1.2076,True,MEDIUM
CVE-2019-13006,4.3,5.5075,-1.2075,1.2075,True,MEDIUM
CVE-2007-6638,10.0,8.7928,1.2072,1.2072,True,CRITICAL
CVE-2025-48001,6.8,5.593,1.207,1.207,True,MEDIUM
CVE-2011-1809,6.8,5.5931,1.2069,1.2069,True,MEDIUM
CVE-2012-0639,7.6,8.8064,-1.2064,1.2064,True,HIGH
CVE-2010-4034,9.3,8.094,1.206,1.206,True,CRITICAL
CVE-2016-3540,4.3,5.5059,-1.2059,1.2059,True,MEDIUM
CVE-2006-4842,3.6,2.3943,1.2057,1.2057,True,LOW
CVE-2018-19640,4.4,5.6053,-1.2053,1.2053,True,MEDIUM
CVE-2007-3186,9.3,8.0955,1.2045,1.2045,True,CRITICAL
CVE-2020-15111,4.2,5.4038,-1.2038,1.2038,True,MEDIUM
CVE-2007-3536,7.6,8.803,-1.203,1.203,True,HIGH
CVE-2010-4543,7.5,8.7027,-1.2027,1.2027,True,HIGH
CVE-2023-6830,6.5,5.2984,1.2016,1.2016,True,MEDIUM
CVE-2024-20294,6.6,5.3986,1.2014,1.2014,True,MEDIUM
CVE-2025-54959,4.3,5.5013,-1.2013,1.2013,True,MEDIUM
CVE-2024-7360,4.3,5.5012,-1.2012,1.2012,True,MEDIUM
CVE-2009-3739,10.0,8.7988,1.2012,1.2012,True,CRITICAL
CVE-2012-1414,6.8,5.599,1.201,1.201,True,MEDIUM
CVE-2020-16941,4.1,5.3008,-1.2008,1.2008,True,MEDIUM
CVE-2025-22298,4.3,5.5007,-1.2007,1.2007,True,MEDIUM
CVE-2007-0210,7.2,8.4007,-1.2007,1.2007,True,HIGH
CVE-2006-5968,4.6,5.8007,-1.2007,1.2007,True,MEDIUM
CVE-2024-2155,4.3,5.5007,-1.2007,1.2007,True,MEDIUM
CVE-2019-15274,6.7,5.4999,1.2001,1.2001,True,MEDIUM
CVE-2025-8147,4.3,5.5001,-1.2001,1.2001,True,MEDIUM
CVE-2021-31547,4.3,5.4998,-1.1998,1.1998,True,MEDIUM
CVE-2021-1423,4.4,5.5997,-1.1997,1.1997,True,MEDIUM
CVE-2014-0408,9.3,8.1004,1.1996,1.1996,True,CRITICAL
CVE-2024-26310,4.3,5.4995,-1.1995,1.1995,True,MEDIUM
CVE-2014-4636,6.8,5.6006,1.1994,1.1994,True,MEDIUM
CVE-2019-12694,6.7,5.5009,1.1991,1.1991,True,MEDIUM
CVE-2025-20044,4.1,5.2984,-1.1984,1.1984,True,MEDIUM
CVE-2006-6715,5.1,6.2981,-1.1981,1.1981,True,MEDIUM
CVE-2021-39715,4.4,5.5979,-1.1979,1.1979,True,MEDIUM
CVE-2012-4017,4.3,5.4977,-1.1977,1.1977,True,MEDIUM
CVE-2022-46160,4.3,5.4973,-1.1973,1.1973,True,MEDIUM
CVE-2002-1558,10.0,8.803,1.197,1.197,True,CRITICAL
CVE-2021-37191,4.3,5.4964,-1.1964,1.1964,True,MEDIUM
CVE-2019-3848,4.3,5.4963,-1.1963,1.1963,True,MEDIUM
CVE-2008-1356,6.3,5.1045,1.1955,1.1955,True,MEDIUM
CVE-2017-13268,4.3,5.4955,-1.1955,1.1955,True,MEDIUM
CVE-2025-53112,4.3,5.495,-1.195,1.195,True,MEDIUM
CVE-2018-6905,4.8,5.9947,-1.1947,1.1947,True,MEDIUM
CVE-2018-21163,7.2,8.3946,-1.1946,1.1946,True,HIGH
CVE-2004-1995,6.5,5.3055,1.1945,1.1945,True,MEDIUM
CVE-2012-0558,4.3,5.494,-1.194,1.194,True,MEDIUM
CVE-2015-8660,6.7,5.506,1.194,1.194,True,MEDIUM
CVE-2023-40155,6.7,5.5078,1.1922,1.1922,True,MEDIUM
CVE-2023-47549,6.8,5.6079,1.1921,1.1921,True,MEDIUM
CVE-2023-40559,4.3,5.492,-1.192,1.192,True,MEDIUM
