cve_id,actual_score,predicted_score,residual,abs_residual,flagged,severity_band
CVE-2013-3060,6.4,5.2083,1.1917,1.1917,True,MEDIUM
CVE-2010-1215,6.8,5.6094,1.1906,1.1906,True,MEDIUM
CVE-2024-54309,6.5,5.3095,1.1905,1.1905,True,MEDIUM
CVE-2025-10330,4.3,5.4905,-1.1905,1.1905,True,MEDIUM
CVE-2020-12404,4.3,5.49,-1.19,1.19,True,MEDIUM
CVE-2013-3374,4.3,5.4886,-1.1886,1.1886,True,MEDIUM
CVE-2007-4398,6.8,5.612,1.188,1.188,True,MEDIUM
CVE-2009-3534,6.8,5.6124,1.1876,1.1876,True,MEDIUM
CVE-2023-31165,4.3,5.4875,-1.1875,1.1875,True,MEDIUM
CVE-2025-32235,4.3,5.487,-1.187,1.187,True,MEDIUM
CVE-2006-2803,6.8,5.6137,1.1863,1.1863,True,MEDIUM
CVE-2023-39264,4.3,5.4862,-1.1862,1.1862,True,MEDIUM
CVE-2025-2942,4.3,5.4855,-1.1855,1.1855,True,MEDIUM
CVE-2025-11034,4.3,5.4854,-1.1854,1.1854,True,MEDIUM
CVE-2022-3816,4.3,5.4851,-1.1851,1.1851,True,MEDIUM
CVE-2026-2035,6.8,5.616,1.184,1.184,True,MEDIUM
CVE-2024-32525,4.3,5.4837,-1.1837,1.1837,True,MEDIUM
CVE-2025-27623,4.3,5.4828,-1.1827,1.1827,True,MEDIUM
CVE-2016-9464,4.3,5.4822,-1.1822,1.1822,True,MEDIUM
CVE-2024-21769,6.7,5.5179,1.1821,1.1821,True,MEDIUM
CVE-2019-5861,4.3,5.4821,-1.1821,1.1821,True,MEDIUM
CVE-2010-4218,10.0,8.8187,1.1813,1.1813,True,CRITICAL
CVE-2023-40174,6.8,5.6189,1.1811,1.1811,True,MEDIUM
CVE-2025-20923,4.0,5.181,-1.181,1.181,True,MEDIUM
CVE-2024-41916,6.8,5.6202,1.1798,1.1798,True,MEDIUM
CVE-2022-25627,6.7,5.5202,1.1798,1.1798,True,MEDIUM
CVE-2015-5781,4.3,5.4797,-1.1797,1.1797,True,MEDIUM
CVE-2008-0138,6.8,5.6203,1.1797,1.1797,True,MEDIUM
CVE-2022-48023,4.3,5.4794,-1.1794,1.1794,True,MEDIUM
CVE-2024-5856,4.3,5.4794,-1.1794,1.1794,True,MEDIUM
CVE-2020-4299,4.3,5.4791,-1.1791,1.1791,True,MEDIUM
CVE-2008-6085,7.6,8.779,-1.179,1.179,True,HIGH
CVE-2024-13958,4.8,5.9788,-1.1788,1.1788,True,MEDIUM
CVE-2023-28406,4.3,5.4786,-1.1786,1.1786,True,MEDIUM
CVE-2021-37963,4.3,5.4784,-1.1784,1.1784,True,MEDIUM
CVE-2009-3939,7.1,8.2784,-1.1784,1.1784,True,HIGH
CVE-2013-1911,6.8,5.6221,1.1779,1.1779,True,MEDIUM
CVE-2014-0485,7.5,8.6777,-1.1777,1.1777,True,HIGH
CVE-2025-22176,4.3,5.4773,-1.1773,1.1773,True,MEDIUM
CVE-2014-2005,6.8,5.6231,1.1769,1.1769,True,MEDIUM
CVE-2010-1894,7.2,8.3767,-1.1767,1.1767,True,HIGH
CVE-2014-3215,6.9,5.7234,1.1766,1.1766,True,MEDIUM
CVE-2008-1292,4.3,5.4763,-1.1763,1.1763,True,MEDIUM
CVE-2007-5995,6.8,5.6243,1.1757,1.1757,True,MEDIUM
CVE-2023-38058,4.1,5.2753,-1.1753,1.1753,True,MEDIUM
CVE-2006-5278,10.0,8.8248,1.1752,1.1752,True,CRITICAL
CVE-2015-3316,4.6,5.775,-1.175,1.175,True,MEDIUM
CVE-2008-3825,4.4,5.5748,-1.1748,1.1748,True,MEDIUM
CVE-2012-2378,4.3,5.4745,-1.1745,1.1745,True,MEDIUM
CVE-2007-5461,3.5,2.3257,1.1743,1.1743,True,LOW
CVE-2025-25069,6.5,5.3266,1.1734,1.1734,True,MEDIUM
CVE-2024-32123,6.7,5.527,1.173,1.173,True,MEDIUM
CVE-2022-37981,4.3,5.4723,-1.1723,1.1723,True,MEDIUM
CVE-2013-4254,6.9,5.7278,1.1722,1.1722,True,MEDIUM
CVE-2007-1479,4.3,5.4711,-1.1711,1.1711,True,MEDIUM
CVE-2022-20588,6.7,5.5292,1.1708,1.1708,True,MEDIUM
CVE-2020-11305,6.8,5.6293,1.1707,1.1707,True,MEDIUM
CVE-2011-4837,6.8,5.6297,1.1703,1.1703,True,MEDIUM
CVE-2014-8443,10.0,8.8297,1.1703,1.1703,True,CRITICAL
CVE-2019-5533,4.3,5.4702,-1.1702,1.1702,True,MEDIUM
CVE-2003-0981,6.1,4.9302,1.1698,1.1698,True,MEDIUM
CVE-2010-3980,4.0,5.1684,-1.1684,1.1684,True,MEDIUM
CVE-2021-3535,4.3,5.4679,-1.1679,1.1679,True,MEDIUM
CVE-2025-25171,8.8,7.6321,1.1679,1.1679,True,HIGH
CVE-2009-0392,6.8,5.6325,1.1675,1.1675,True,MEDIUM
CVE-2009-4066,6.8,5.6325,1.1675,1.1675,True,MEDIUM
CVE-2023-4903,4.3,5.4669,-1.1669,1.1669,True,MEDIUM
CVE-2025-27436,4.3,5.4667,-1.1667,1.1667,True,MEDIUM
CVE-2012-0100,6.8,5.6335,1.1665,1.1665,True,MEDIUM
CVE-2011-1445,6.8,5.6341,1.1659,1.1659,True,MEDIUM
CVE-2013-1130,6.8,5.6343,1.1657,1.1657,True,MEDIUM
CVE-2025-67593,4.3,5.465,-1.165,1.165,True,MEDIUM
CVE-2025-32357,4.3,5.4649,-1.1649,1.1649,True,MEDIUM
CVE-2009-0905,1.7,2.8646,-1.1646,1.1646,True,LOW
CVE-2012-4184,4.3,5.464,-1.164,1.164,True,MEDIUM
CVE-2023-24477,7.0,8.1639,-1.1639,1.1639,True,HIGH
CVE-2011-2697,6.8,5.6362,1.1638,1.1638,True,MEDIUM
CVE-2018-3127,4.3,5.463,-1.163,1.163,True,MEDIUM
CVE-2021-28565,4.3,5.463,-1.163,1.163,True,MEDIUM
CVE-2023-47335,6.5,5.3372,1.1628,1.1628,True,MEDIUM
CVE-2025-21045,4.0,5.1627,-1.1627,1.1627,True,MEDIUM
CVE-2024-2211,4.6,5.7623,-1.1623,1.1623,True,MEDIUM
CVE-2010-0161,4.3,5.462,-1.162,1.162,True,MEDIUM
CVE-2012-0484,4.0,5.1616,-1.1616,1.1616,True,MEDIUM
CVE-2007-5315,6.8,5.6386,1.1614,1.1614,True,MEDIUM
CVE-2024-37095,4.3,5.4613,-1.1613,1.1613,True,MEDIUM
CVE-2026-3105,7.6,8.7608,-1.1608,1.1608,True,HIGH
CVE-2023-32809,4.4,5.5606,-1.1606,1.1606,True,MEDIUM
CVE-2023-32808,4.4,5.5606,-1.1606,1.1606,True,MEDIUM
CVE-2012-1836,7.5,8.6605,-1.1605,1.1605,True,HIGH
CVE-2024-46410,4.8,5.9599,-1.1599,1.1599,True,MEDIUM
CVE-2021-0658,6.7,5.5405,1.1595,1.1595,True,MEDIUM
CVE-2022-20412,6.7,5.5405,1.1595,1.1595,True,MEDIUM
CVE-2021-3433,4.0,5.1594,-1.1594,1.1594,True,MEDIUM
CVE-2012-2675,4.3,5.4589,-1.1589,1.1589,True,MEDIUM
CVE-2006-5560,4.3,5.4586,-1.1586,1.1586,True,MEDIUM
CVE-2024-27371,6.7,5.5415,1.1585,1.1585,True,MEDIUM
CVE-2022-45394,4.3,5.457,-1.157,1.157,True,MEDIUM
CVE-2025-54703,4.3,5.4568,-1.1568,1.1568,True,MEDIUM
CVE-2012-1977,7.1,8.2568,-1.1568,1.1568,True,HIGH
CVE-2020-36750,4.3,5.4562,-1.1562,1.1562,True,MEDIUM
CVE-2024-2312,6.7,5.5444,1.1556,1.1556,True,MEDIUM
CVE-2020-1398,6.8,5.6445,1.1555,1.1555,True,MEDIUM
CVE-2021-41106,4.4,5.5554,-1.1554,1.1554,True,MEDIUM
CVE-2019-4509,4.3,5.4554,-1.1554,1.1554,True,MEDIUM
CVE-2024-0810,4.3,5.455,-1.155,1.155,True,MEDIUM
CVE-2013-1966,9.3,8.1457,1.1543,1.1543,True,CRITICAL
CVE-2008-5867,5.0,6.1542,-1.1542,1.1542,True,MEDIUM
CVE-2021-29752,4.4,5.5536,-1.1536,1.1536,True,MEDIUM
CVE-2006-4227,6.5,5.3465,1.1535,1.1535,True,MEDIUM
CVE-2008-1142,3.7,2.547,1.153,1.153,True,LOW
CVE-2008-2801,7.5,8.6526,-1.1526,1.1526,True,HIGH
CVE-2026-2010,4.2,5.3524,-1.1524,1.1524,True,MEDIUM
CVE-2006-2483,6.4,5.2476,1.1524,1.1524,True,MEDIUM
CVE-2010-0091,4.3,5.4523,-1.1523,1.1523,True,MEDIUM
CVE-2016-9844,4.0,5.1515,-1.1515,1.1515,True,MEDIUM
CVE-2025-14404,7.0,8.1514,-1.1514,1.1514,True,HIGH
CVE-2023-6840,6.7,5.5486,1.1514,1.1514,True,MEDIUM
CVE-2014-6484,4.0,5.1511,-1.1511,1.1511,True,MEDIUM
CVE-2024-12908,6.9,5.749,1.151,1.151,True,MEDIUM
CVE-2013-4165,4.3,5.451,-1.151,1.151,True,MEDIUM
CVE-2015-3754,4.3,5.4509,-1.1509,1.1509,True,MEDIUM
CVE-2024-1532,6.8,5.6497,1.1503,1.1503,True,MEDIUM
CVE-2014-3778,6.8,5.6498,1.1502,1.1502,True,MEDIUM
CVE-2020-2302,4.3,5.4502,-1.1502,1.1502,True,MEDIUM
CVE-2024-9540,4.3,5.4501,-1.1501,1.1501,True,MEDIUM
CVE-2026-22605,4.3,5.45,-1.15,1.15,True,MEDIUM
CVE-2021-26828,8.8,7.6505,1.1495,1.1495,True,HIGH
CVE-2002-0048,10.0,8.8509,1.1491,1.1491,True,CRITICAL
CVE-2015-6784,4.3,5.449,-1.149,1.149,True,MEDIUM
CVE-2023-6731,4.3,5.4486,-1.1486,1.1486,True,MEDIUM
CVE-2023-6650,4.3,5.4486,-1.1486,1.1486,True,MEDIUM
CVE-2010-3689,6.9,5.7515,1.1485,1.1485,True,MEDIUM
CVE-2024-3192,4.3,5.448,-1.148,1.148,True,MEDIUM
CVE-2024-13368,4.3,5.448,-1.148,1.148,True,MEDIUM
CVE-2019-10217,6.5,5.3521,1.1479,1.1479,True,MEDIUM
CVE-2021-25429,4.3,5.4478,-1.1478,1.1478,True,MEDIUM
CVE-2021-34397,1.9,3.0469,-1.1469,1.1469,True,LOW
CVE-2023-34657,4.8,5.9468,-1.1468,1.1468,True,MEDIUM
CVE-2012-1408,10.0,8.8533,1.1467,1.1467,True,CRITICAL
CVE-2020-14551,4.3,5.4466,-1.1466,1.1466,True,MEDIUM
CVE-2025-5178,6.3,5.154,1.146,1.146,True,MEDIUM
CVE-2020-11452,4.3,5.4459,-1.1459,1.1459,True,MEDIUM
CVE-2024-4138,4.3,5.4442,-1.1442,1.1442,True,MEDIUM
CVE-2025-64349,8.8,7.6559,1.1441,1.1441,True,HIGH
CVE-2023-35003,6.7,5.556,1.144,1.144,True,MEDIUM
CVE-2024-48892,6.8,5.6561,1.1439,1.1439,True,MEDIUM
CVE-2024-5676,6.8,5.6566,1.1434,1.1434,True,MEDIUM
CVE-2012-0056,6.9,5.7567,1.1433,1.1433,True,MEDIUM
CVE-2022-23497,6.5,5.3568,1.1432,1.1432,True,MEDIUM
CVE-2007-4889,6.8,5.6569,1.1431,1.1431,True,MEDIUM
CVE-2022-20729,4.4,5.5426,-1.1426,1.1426,True,MEDIUM
CVE-2009-3396,4.3,5.4421,-1.1421,1.1421,True,MEDIUM
CVE-2021-0176,4.4,5.5419,-1.1419,1.1419,True,MEDIUM
CVE-2025-55710,4.3,5.4413,-1.1413,1.1413,True,MEDIUM
CVE-2025-8364,4.3,5.441,-1.141,1.141,True,MEDIUM
CVE-2013-6788,7.5,8.641,-1.141,1.141,True,HIGH
CVE-2014-2819,6.8,5.6595,1.1405,1.1405,True,MEDIUM
CVE-2006-5195,6.8,5.6595,1.1405,1.1405,True,MEDIUM
CVE-2017-10993,8.8,7.6596,1.1404,1.1404,True,HIGH
CVE-2020-14764,4.2,5.3402,-1.1402,1.1402,True,MEDIUM
CVE-2008-4821,4.3,5.4402,-1.1402,1.1402,True,MEDIUM
CVE-2025-66554,3.5,2.36,1.14,1.14,True,LOW
CVE-2015-1597,6.8,5.6602,1.1398,1.1398,True,MEDIUM
CVE-2024-50466,4.3,5.4396,-1.1396,1.1396,True,MEDIUM
CVE-2016-3685,4.7,5.8393,-1.1393,1.1393,True,MEDIUM
CVE-2025-4677,6.5,5.3609,1.1391,1.1391,True,MEDIUM
CVE-2004-0631,10.0,8.8612,1.1388,1.1388,True,CRITICAL
CVE-2012-5767,6.5,5.3619,1.1381,1.1381,True,MEDIUM
CVE-2025-2688,4.3,5.438,-1.138,1.138,True,MEDIUM
CVE-2014-0936,4.3,5.4379,-1.1379,1.1379,True,MEDIUM
CVE-2021-27760,4.6,5.7377,-1.1377,1.1377,True,MEDIUM
CVE-2020-6396,4.3,5.4376,-1.1376,1.1376,True,MEDIUM
CVE-2015-5631,6.8,5.6627,1.1373,1.1373,True,MEDIUM
CVE-2024-36106,4.3,5.4369,-1.1369,1.1369,True,MEDIUM
CVE-2006-5392,7.5,8.6368,-1.1368,1.1368,True,HIGH
CVE-2023-21132,6.8,5.6637,1.1363,1.1363,True,MEDIUM
CVE-2014-0965,4.3,5.436,-1.136,1.136,True,MEDIUM
CVE-2014-4217,4.3,5.4357,-1.1357,1.1357,True,MEDIUM
CVE-2023-31246,6.7,5.5644,1.1356,1.1356,True,MEDIUM
CVE-2023-47858,4.3,5.4355,-1.1355,1.1355,True,MEDIUM
CVE-2025-25026,4.3,5.4354,-1.1354,1.1354,True,MEDIUM
CVE-2013-2071,2.6,3.7352,-1.1352,1.1352,True,LOW
CVE-2006-5362,10.0,8.865,1.135,1.135,True,CRITICAL
CVE-2017-15870,6.7,5.5651,1.1349,1.1349,True,MEDIUM
CVE-2016-2154,4.3,5.4345,-1.1345,1.1345,True,MEDIUM
CVE-2011-2222,4.3,5.4343,-1.1343,1.1343,True,MEDIUM
CVE-2008-4304,10.0,8.8659,1.1341,1.1341,True,CRITICAL
CVE-2023-4168,4.3,5.4341,-1.1341,1.1341,True,MEDIUM
CVE-2018-12691,6.8,5.6662,1.1338,1.1338,True,MEDIUM
CVE-2020-20697,4.8,5.9337,-1.1337,1.1337,True,MEDIUM
CVE-2024-4843,4.3,5.4329,-1.1329,1.1329,True,MEDIUM
CVE-2014-8769,6.4,5.2672,1.1328,1.1328,True,MEDIUM
CVE-2019-5095,4.3,5.4325,-1.1325,1.1325,True,MEDIUM
CVE-2008-5758,6.8,5.6679,1.1321,1.1321,True,MEDIUM
CVE-2021-39900,2.0,3.1319,-1.1319,1.1319,True,LOW
CVE-2006-2435,6.4,5.2686,1.1314,1.1314,True,MEDIUM
CVE-2008-1931,6.8,5.6689,1.1311,1.1311,True,MEDIUM
CVE-2008-6932,7.5,8.6308,-1.1308,1.1308,True,HIGH
CVE-2011-4757,10.0,8.8696,1.1304,1.1304,True,CRITICAL
CVE-2002-0049,6.4,5.2696,1.1304,1.1304,True,MEDIUM
CVE-2007-2086,6.8,5.6702,1.1298,1.1298,True,MEDIUM
CVE-2024-39901,4.2,5.3294,-1.1294,1.1294,True,MEDIUM
CVE-2016-5105,4.4,5.5293,-1.1293,1.1293,True,MEDIUM
CVE-2013-4777,6.9,5.7712,1.1288,1.1288,True,MEDIUM
CVE-2012-1705,4.0,5.1285,-1.1285,1.1285,True,MEDIUM
CVE-2015-0508,4.0,5.1282,-1.1282,1.1282,True,MEDIUM
CVE-2013-3258,6.8,5.6719,1.1281,1.1281,True,MEDIUM
CVE-2009-2673,7.5,8.6279,-1.1279,1.1279,True,HIGH
CVE-2023-27247,4.4,5.5274,-1.1274,1.1274,True,MEDIUM
CVE-2023-21047,4.4,5.5273,-1.1273,1.1273,True,MEDIUM
CVE-2023-21011,4.4,5.5272,-1.1272,1.1272,True,MEDIUM
CVE-2010-4676,6.8,5.6731,1.1269,1.1269,True,MEDIUM
CVE-2012-5477,3.6,2.4731,1.1269,1.1269,True,LOW
CVE-2021-25269,4.4,5.5267,-1.1267,1.1267,True,MEDIUM
CVE-2025-30027,6.7,5.5733,1.1267,1.1267,True,MEDIUM
CVE-2023-29137,4.3,5.4267,-1.1267,1.1267,True,MEDIUM
CVE-2008-4016,4.0,5.1265,-1.1265,1.1265,True,MEDIUM
CVE-2025-30822,4.3,5.4261,-1.1261,1.1261,True,MEDIUM
CVE-2012-5151,6.8,5.674,1.126,1.126,True,MEDIUM
CVE-2013-0108,6.8,5.674,1.126,1.126,True,MEDIUM
CVE-2025-26660,4.3,5.4258,-1.1258,1.1258,True,MEDIUM
CVE-2005-2059,6.5,5.3747,1.1253,1.1253,True,MEDIUM
CVE-2009-1172,10.0,8.8748,1.1252,1.1252,True,CRITICAL
CVE-2021-25655,4.4,5.5251,-1.1251,1.1251,True,MEDIUM
CVE-2024-47508,6.5,5.3758,1.1242,1.1242,True,MEDIUM
CVE-2017-14014,4.6,5.724,-1.124,1.124,True,MEDIUM
CVE-2025-39375,4.3,5.4239,-1.1239,1.1239,True,MEDIUM
CVE-2025-11550,6.5,5.3769,1.1231,1.1231,True,MEDIUM
CVE-2024-27883,4.4,5.5231,-1.1231,1.1231,True,MEDIUM
CVE-2015-5960,1.9,3.0223,-1.1223,1.1223,True,LOW
CVE-2024-6925,4.3,5.4221,-1.1221,1.1221,True,MEDIUM
CVE-2023-32075,4.3,5.4217,-1.1217,1.1217,True,MEDIUM
CVE-2018-10049,4.8,5.9216,-1.1216,1.1216,True,MEDIUM
CVE-2025-12295,6.6,5.4785,1.1215,1.1215,True,MEDIUM
CVE-2010-4390,9.3,8.1787,1.1213,1.1213,True,CRITICAL
CVE-2023-23434,4.0,5.1212,-1.1212,1.1212,True,MEDIUM
CVE-2020-5288,4.1,5.2212,-1.1212,1.1212,True,MEDIUM
CVE-2022-4259,8.8,7.679,1.121,1.121,True,HIGH
CVE-2019-0643,4.3,5.4205,-1.1205,1.1205,True,MEDIUM
CVE-2015-2571,4.0,5.1202,-1.1202,1.1202,True,MEDIUM
CVE-2018-0868,7.0,8.1201,-1.1201,1.1201,True,HIGH
CVE-2025-65500,4.3,5.42,-1.12,1.12,True,MEDIUM
CVE-2009-4604,7.5,8.62,-1.12,1.12,True,HIGH
CVE-2009-4830,7.5,8.6196,-1.1196,1.1196,True,HIGH
CVE-2023-21729,4.3,5.4192,-1.1192,1.1192,True,MEDIUM
CVE-2020-7744,4.7,5.8189,-1.1189,1.1189,True,MEDIUM
CVE-2021-0054,6.7,5.5812,1.1188,1.1188,True,MEDIUM
CVE-2023-2459,6.5,5.3815,1.1185,1.1185,True,MEDIUM
CVE-2025-22829,4.3,5.4182,-1.1182,1.1182,True,MEDIUM
CVE-2024-33690,4.3,5.4181,-1.1181,1.1181,True,MEDIUM
CVE-2009-3481,7.5,8.618,-1.118,1.118,True,HIGH
CVE-2022-20747,6.5,5.3821,1.1179,1.1179,True,MEDIUM
CVE-2010-0827,6.8,5.6822,1.1178,1.1178,True,MEDIUM
CVE-2000-0380,7.1,8.2176,-1.1176,1.1176,True,HIGH
CVE-2021-35229,6.8,5.6824,1.1176,1.1176,True,MEDIUM
CVE-2023-43054,6.4,5.2824,1.1176,1.1176,True,MEDIUM
CVE-2016-7650,4.7,5.8175,-1.1175,1.1175,True,MEDIUM
CVE-2013-5767,4.0,5.117,-1.117,1.117,True,MEDIUM
CVE-2022-23605,4.4,5.517,-1.117,1.117,True,MEDIUM
CVE-2012-3249,4.0,5.117,-1.117,1.117,True,MEDIUM
CVE-2010-1042,4.3,5.4167,-1.1167,1.1167,True,MEDIUM
CVE-2013-2048,6.5,5.3835,1.1165,1.1165,True,MEDIUM
CVE-2017-20088,4.3,5.4162,-1.1162,1.1162,True,MEDIUM
CVE-2013-4783,10.0,8.8838,1.1162,1.1162,True,CRITICAL
CVE-2015-0232,6.8,5.684,1.116,1.116,True,MEDIUM
CVE-2004-1636,10.0,8.8848,1.1152,1.1152,True,CRITICAL
CVE-2006-1073,6.4,5.2856,1.1144,1.1144,True,MEDIUM
CVE-2009-5055,3.5,2.3862,1.1138,1.1138,True,LOW
CVE-2024-28151,4.3,5.4137,-1.1137,1.1137,True,MEDIUM
CVE-2024-13405,4.3,5.4134,-1.1134,1.1134,True,MEDIUM
CVE-2014-3502,4.3,5.413,-1.113,1.113,True,MEDIUM
CVE-2025-21054,4.0,5.1127,-1.1127,1.1127,True,MEDIUM
CVE-2022-40524,6.7,5.5873,1.1127,1.1127,True,MEDIUM
CVE-2024-2261,4.3,5.4124,-1.1124,1.1124,True,MEDIUM
CVE-2024-4957,4.3,5.4122,-1.1122,1.1122,True,MEDIUM
CVE-2017-5969,4.7,5.812,-1.112,1.112,True,MEDIUM
CVE-2020-5225,4.4,5.5112,-1.1112,1.1112,True,MEDIUM
CVE-2021-28149,6.5,5.3892,1.1108,1.1108,True,MEDIUM
CVE-2006-5728,4.0,5.1107,-1.1107,1.1107,True,MEDIUM
CVE-2011-0880,6.5,5.3893,1.1107,1.1107,True,MEDIUM
CVE-2008-7173,10.0,8.8896,1.1104,1.1104,True,CRITICAL
CVE-2024-9879,5.4,6.5102,-1.1102,1.1102,True,MEDIUM
CVE-2022-21759,6.7,5.5898,1.1102,1.1102,True,MEDIUM
CVE-2025-47597,4.3,5.4092,-1.1092,1.1092,True,MEDIUM
CVE-2021-0656,6.7,5.591,1.109,1.109,True,MEDIUM
CVE-2025-2838,6.5,5.3912,1.1088,1.1088,True,MEDIUM
CVE-2025-49040,4.3,5.4084,-1.1084,1.1084,True,MEDIUM
CVE-2022-36325,6.8,5.6917,1.1083,1.1083,True,MEDIUM
CVE-2024-37351,4.5,5.6083,-1.1083,1.1083,True,MEDIUM
CVE-2022-21467,6.5,5.3923,1.1077,1.1077,True,MEDIUM
CVE-2002-2207,10.0,8.8924,1.1076,1.1076,True,CRITICAL
CVE-2014-0524,10.0,8.8924,1.1076,1.1076,True,CRITICAL
CVE-2024-0348,4.3,5.4065,-1.1065,1.1065,True,MEDIUM
CVE-2025-3634,4.3,5.4058,-1.1058,1.1058,True,MEDIUM
CVE-2022-23578,4.3,5.4053,-1.1053,1.1053,True,MEDIUM
CVE-2025-47614,4.3,5.4052,-1.1052,1.1052,True,MEDIUM
CVE-2023-45322,6.5,5.3948,1.1052,1.1052,True,MEDIUM
CVE-2008-5818,6.8,5.6949,1.1051,1.1051,True,MEDIUM
CVE-2025-14081,4.3,5.4048,-1.1048,1.1048,True,MEDIUM
CVE-2013-2203,4.3,5.4047,-1.1047,1.1047,True,MEDIUM
CVE-2025-4043,6.8,5.6955,1.1045,1.1045,True,MEDIUM
CVE-2023-2447,6.1,4.9956,1.1044,1.1044,True,MEDIUM
CVE-2017-5670,4.6,5.7042,-1.1042,1.1042,True,MEDIUM
CVE-2012-2664,4.3,5.4041,-1.1041,1.1041,True,MEDIUM
CVE-2020-13513,8.8,7.696,1.104,1.104,True,HIGH
CVE-2024-5843,6.5,5.396,1.104,1.104,True,MEDIUM
CVE-2015-2738,10.0,8.8962,1.1038,1.1038,True,CRITICAL
CVE-2023-6491,4.3,5.4033,-1.1033,1.1033,True,MEDIUM
CVE-2018-2584,4.3,5.4029,-1.1029,1.1029,True,MEDIUM
CVE-2011-1816,6.8,5.6974,1.1026,1.1026,True,MEDIUM
CVE-2023-20237,4.3,5.4019,-1.1019,1.1019,True,MEDIUM
CVE-2018-1788,4.1,5.201,-1.101,1.101,True,MEDIUM
CVE-2023-21051,6.7,5.5995,1.1005,1.1005,True,MEDIUM
CVE-2013-3098,6.8,5.6999,1.1001,1.1001,True,MEDIUM
CVE-2024-11692,4.3,5.4001,-1.1001,1.1001,True,MEDIUM
CVE-2022-22997,6.8,5.7,1.1,1.1,True,MEDIUM
CVE-2026-1835,4.3,5.3998,-1.0998,1.0998,True,MEDIUM
CVE-2025-59705,6.8,5.7006,1.0994,1.0994,True,MEDIUM
CVE-2019-9444,4.4,5.4992,-1.0992,1.0992,True,MEDIUM
CVE-2025-63534,8.5,7.4012,1.0988,1.0988,True,HIGH
CVE-2007-4596,7.5,8.5986,-1.0986,1.0986,True,HIGH
CVE-2023-37890,4.3,5.3985,-1.0985,1.0985,True,MEDIUM
CVE-2015-2846,9.3,8.2017,1.0983,1.0983,True,CRITICAL
CVE-2021-21670,4.3,5.3977,-1.0977,1.0977,True,MEDIUM
CVE-2019-10187,4.3,5.3973,-1.0973,1.0973,True,MEDIUM
CVE-2014-1670,6.8,5.703,1.097,1.097,True,MEDIUM
CVE-2025-12960,6.5,5.4033,1.0967,1.0967,True,MEDIUM
CVE-2007-0258,6.8,5.7034,1.0966,1.0966,True,MEDIUM
CVE-2007-6681,7.5,8.5965,-1.0965,1.0965,True,HIGH
CVE-2012-4753,6.8,5.7036,1.0964,1.0964,True,MEDIUM
CVE-2021-29700,4.3,5.3963,-1.0963,1.0963,True,MEDIUM
CVE-2021-29985,8.8,7.7049,1.0951,1.0951,True,HIGH
CVE-2025-8505,4.3,5.395,-1.095,1.095,True,MEDIUM
CVE-2025-14103,4.3,5.3945,-1.0945,1.0945,True,MEDIUM
CVE-2019-15997,6.7,5.6064,1.0936,1.0936,True,MEDIUM
CVE-2022-42699,9.1,10.1933,-1.0933,1.0933,True,CRITICAL
CVE-2007-0763,6.8,5.7068,1.0932,1.0932,True,MEDIUM
CVE-2024-22339,4.3,5.3927,-1.0927,1.0927,True,MEDIUM
CVE-2013-6922,6.8,5.7078,1.0922,1.0922,True,MEDIUM
CVE-2018-11718,8.8,7.708,1.092,1.092,True,HIGH
CVE-2024-41819,8.7,7.6086,1.0914,1.0914,True,HIGH
CVE-2006-2633,4.0,5.0909,-1.0909,1.0909,True,MEDIUM
CVE-2024-1352,6.5,5.4093,1.0907,1.0907,True,MEDIUM
CVE-2016-2799,8.8,7.7096,1.0904,1.0904,True,HIGH
CVE-2023-46207,4.1,5.1901,-1.0901,1.0901,True,MEDIUM
CVE-2024-47028,4.4,5.4901,-1.0901,1.0901,True,MEDIUM
CVE-2023-47542,6.7,5.6102,1.0898,1.0898,True,MEDIUM
CVE-2018-8134,7.0,8.0896,-1.0896,1.0896,True,HIGH
CVE-2016-3480,4.4,5.4896,-1.0896,1.0896,True,MEDIUM
CVE-2025-43487,6.8,5.7108,1.0892,1.0892,True,MEDIUM
CVE-2025-53249,6.5,5.4113,1.0887,1.0887,True,MEDIUM
CVE-2010-4235,10.0,8.9114,1.0886,1.0886,True,CRITICAL
CVE-2023-5676,4.1,5.1885,-1.0885,1.0885,True,MEDIUM
CVE-2013-4546,6.5,5.4116,1.0884,1.0884,True,MEDIUM
CVE-2024-10842,2.4,3.4881,-1.0881,1.0881,True,LOW
CVE-2007-3550,7.8,8.888,-1.088,1.088,True,HIGH
CVE-2018-4312,8.8,7.7122,1.0878,1.0878,True,HIGH
CVE-2024-55025,6.5,5.4123,1.0877,1.0877,True,MEDIUM
CVE-2011-0843,4.3,5.3875,-1.0875,1.0875,True,MEDIUM
CVE-2008-2958,4.4,5.4872,-1.0872,1.0872,True,MEDIUM
CVE-2022-43632,6.8,5.7128,1.0872,1.0872,True,MEDIUM
CVE-2011-2489,7.2,8.2871,-1.0871,1.0871,True,HIGH
CVE-2022-31051,4.4,5.487,-1.087,1.087,True,MEDIUM
CVE-2022-31696,8.8,7.7131,1.0869,1.0869,True,HIGH
CVE-2025-23299,6.7,5.6137,1.0863,1.0863,True,MEDIUM
CVE-2022-26896,4.9,5.9862,-1.0862,1.0862,True,MEDIUM
CVE-2020-5916,6.8,5.7143,1.0857,1.0857,True,MEDIUM
